,id,序号,故障发现（确认）时间,通知省级调度时间（运检中心）,故障开始时间,故障监测确认时间,故障结束时间,单位简称,影响对象,部署类型,异常类型,异常类型细项,问题现象,故障组件,形成原因,形成原因细类,原因分析,故障处理过程,整改措施,整改措施是否落实,整改措施佐证材料,故障时长（小时）,故障时长（分钟）,风险事例等级,监控发现方式,有无用户申告,调度联系单,紧急抢修,考核数据,有无停运,早会PPT,简报,周报,早会短信,月份,日期,时刻,是否工作日,是否工作时段,是否提交故障报告,故障报告第一次提交时间,故障报告合格时间,报告提交时长（小时）,报告合格时间（小时）,故障短信,连接,是否按时提交正式报告,中断时间分布,监控发现方式细类,是否办结,是否因业务量大,是否典型
430,832,0.0,,,2016-05-09 09:55:00,,2016-05-09 10:50:00,多家直属,企业门户,0,0,0,5月9日9:55-10:50，国网信通调度监控发现国网英大长保、电财、财险、信托、证券、期货、控股企业门户系统在线用户数及健康运行时长指标缺失，其中，英大控股企业门户URL探测异常，英大长保等六家单位企业门户URL探测正常。,0,运行维护不当,0,0,0,0,,,6.58333333331393,29.0,0,IMS监控,无,0,0,0,无,有,有,,无,5月,09,,0,0,0,,,,,,,,9,时长与用户数异常URL正常,0,0,0
431,833,0.0,,,2016-05-09 21:40:00,,2016-05-10 09:40:00,西藏,计量资产全寿命周期,0,信息系统运行异常,系统非计划停运,5月9日21:40起，国网信通调度监控发现国网西藏电力计量资产全寿命系统健康运行时长及在线用户数指标缺失，URL探测异常。,基础环境,设备日常损坏,电源模块故障,经查，故障原因为该系统PDU电源插座损坏，且该系统为单路供电，导致停机，指标中断，更换PDU电源插座后并重启系统后指标恢复正常。,0,0,,,7.58333333331393,29.0,0,IMS监控,无,0,0,0,无,有,有,,无,5月,09,,0,0,0,,,,,,,,21,时长与用户数异常URL异常,0,0,0
432,834,0.0,,,2016-05-10 17:35:00,,2016-05-10 19:10:00,多家直属,企业门户,0,信息系统运行异常,系统非计划停运,5月10日17:35-19:10，国网英大长保、电财、财险、信托、证券、期货企业门户系统监控异常。期间，系统在线用户数及健康运行时长指标正常，URL探测异常。,应用软件,运行维护不当,操作系统重启,经查，门户内容管理服务器上部署了英大财险、信托、证券等多家单位的内网网站，IMS探测地址配置为内网网站访问地址。由于内容管理服务器的系统BIOS版本与windows2008操作系统驱动版本不符，引起服务器意外宕机，导致内网网站无法访问，IMS探测指标异常。,0,0,,,8.58333333331393,29.0,0,IMS监控,无,0,0,0,0,有,有,,无,5月,10,,0,0,0,,,,,,,,17,时长与用户数正常URL异常,0,0,0
433,835,0.0,,,2016-05-10 21:15:00,,2016-05-10 22:45:00,浙江,海量数据,0,信息系统运行异常,不影响用户使用但系统有告警,5月10日21:15-22:45，国网浙江电力海量数据平台监控异常。期间，系统在线用户数及健康运行时长指标异常，URL探测正常。,主机,运行维护不当,存储空间满,故障原因为海量平台由平台服务、统计服务、配置服务、群集服务组成，由于I6000监测的 健康运行时长、在线用户数是海量平台的统计服务统计生成的，然后通过群集服务导入到关系数据库表字段sta_itemvale。通过检查系统磁盘空间，发 现服务器上home目录下的磁盘空间不足，导致群集服务运行日志无法正常写入，使得群集服务自动退出。无法将健康运行时长、在线用户数指标导入到关系数据 库。从而引发I6000系统气泡图出现告警。,0,0,,,9.58333333331393,29.0,0,IMS监控,无,0,0,0,无,有,有,,无,5月,10,,0,0,0,,,,,,,,21,时长与用户数异常URL正常,0,0,0
434,836,0.0,,,2016-05-11 02:30:00,,2016-05-11 02:50:00,国网信通,企业门户,0,信息系统运行异常,不影响用户使用但系统有告警,5月11日2:30-2:50，国网信通调度监控发现国网信通、交流、经研、南瑞、中科、传媒、高培、装备、技术学院等直属单位企业门户系统的IMS健康运行时长及在线用户数指标缺失，URL探测正常。,数据库软件,运行维护不当,响应慢,日数据查询的部分表数据量较大（超过400万条），查询时间很长，且数据库执行备份任务，引起数据库性能下降。日数据获取对直属单位取数接口服务产生压力，导致ims连接超时。,0,0,,,10.5833333333139,29.0,0,IMS监控,无,0,0,0,无,有,有,,无,5月,11,,0,0,0,,,,,,,,2,时长与用户数异常URL正常,0,0,0
435,837,344.0,,,2016-05-11 17:00:00,,2016-05-11 17:30:00,湖北,财务管控,二级部署,信息系统运行异常,不影响用户使用但系统有告警,5月11日17:00-17:30，国网湖北电力财务管控系统监控异常。期间，系统在线用户数指标缺失，系统健康运行时长及URL探测指标正常。,数据库软件,运行维护不当,响应慢,经查，每月10号到16号为湖北财务管控营财一体化数据采集转换时间。故障期间财务管控系统正在大量转换采集到的营销电费数据，数据库中产生大量锁及集群等待，消耗过多数据库资源，导致IMS接口在获取在线用户数指标时执行超时。经强制终结部分数据库死锁会话并释放资源后，系统指标恢复正常。,0,0,,,0.499999999883585,29.9999999930151,0,IMS监控,无,0,0,无,无,有,0,有,有,5月,11,,0,0,0,,,,,,,,17,用户数异常时长与URL异正常,0,0,0
436,838,345.0,,,2016-05-11 13:50:00,,2016-05-11 14:25:00,青海,营销稽查,二级部署,0,0,"5月11日13:50-14:25，国网青海电力营销稽查系统监控异常。期间，健康运行时常及在线用户数指标正常,URL探测异常。",0,运行维护不当,0,0,0,0,,,0.583333333313931,34.9999999988358,0,IMS监控,无,0,0,无,无,有,0,有,有,5月,11,,0,0,0,,,,,,,,13,时长与用户数正常URL异常,0,0,0
437,839,346.0,,,2016-05-11 15:45:00,,2016-05-11 16:20:00,河南,内网移动,二级部署,信息系统运行异常,IMS系统数据接口非计划中断,5月11日15:45-16:20，国网河南电力移动支撑平台监控异常。期间，系统在线用户数及健康运行时长指标中断，URL探测异常。,主机,运行维护不当,内存配置不合理,故障原因为本系统为新建系统，建设时对受管理服务器中weblogic内存大小的设置过小，加之近期移动作业正在进行终端设备接入测试工作，数据量大，导致内存溢出，指标中断，调整内存大小并重启服务后指标恢复正常。,0,0,,,0.583333333313931,34.9999999988358,0,IMS监控,无,0,0,无,无,有,0,有,有,5月,11,,0,0,0,,,,,,,,15,时长与用户数异常URL异常,是,0,0
438,840,347.0,,,2016-05-12 20:50:00,,2016-05-12 21:15:00,河南,营销应用,二级部署,信息系统运行异常,IMS系统数据接口非计划中断,5月12日20:50-21:15，国网河南电力营销应用系统监控状态异常。期间，系统在线用户数及健康运行时长指标异常,数据库软件,运行维护不当,响应慢,经查，由于系统当时正在运行银电联网批扣、费控算费定时业务，后台运行数据库业务数据统计工作任务，数据库瞬时负载较大，反应速度较慢，导致营销业务应用系统向I6000交互认证接口受到了影响。及时调整和停止系统部分任务执行后，系统指标恢复正常。,0,0,,,0.416666666627862,24.9999999976717,0,IMS监控,无,0,0,无,无,有,0,有,有,5月,12,,0,0,0,,,,,,,,20,时长与用户数异常URL正常,0,0,0
439,841,348.0,,,2016-05-13 03:15:00,,2016-05-13 03:50:00,国网信通,非结构化,0,信息系统运行异常,不影响用户使用但系统有告警,5月13日3:15，国网信通调度监控发现非结构化系统IMS健康运行时长及在线用户数指标正常，URL探测异常。3:50，经调度重启异常节点后，指标恢复正常。,应用软件,运行维护不当,线程满,非结构化数据管理平台纵向交换业务突增，并且异常集中，大量网省向总部纵向交换任务导致系统运行缓慢，应用产生粘滞线程，线程被长时间占用，无法及时释放，导致IMS URL探测中断。,调度重启非结构化数据管理平台异常应用节点。,"添加非结构化系统纵向数据传输日志功能，记录网省上传数据日志信息；进行非结构化系统架构及程序优化。添加应用程序缓存、优化业务系统访问非结构化业务逻辑。（此项工作已于5月14日通过临时检修完成）；进行数据库表梳理，清理历史日志数据。（此项工作计划通过6月检修完成历史数据清理工作）；现非结构化系统数据量124T,建议加快业务系统非结构化数据向大数据平台迁移进度，减少非结构化系统业务压力。",,,0.583333333313931,34.9999999988358,0,IMS监控,无,0,0,无,无,有,0,有,有,5月,13,,0,0,0,,,,,,,,3,时长与用户数正常URL异常,0,0,0
440,842,349.0,,,2016-05-14 17:20:00,,2016-05-14 22:10:00,国网信通,舆情监测,0,信息系统运行异常,不影响用户使用但系统有告警,"5月14日17:20，国网信通调度监控发现舆情监测系统IMS在线用户数指标缺失，健康运行时长及URL探测指标正常。
",数据库软件,运行维护不当,license过期,由于oracle数据库11g版本默认存在用户口令180天过期的策略，舆情系统在上线初期，未进行全面检查，未修改此默认策略。进而导致系统运行180天后，出现密码过期的问题。,重置舆情监测系统数据库密码，并重启所有应用服务，系统恢复正常。,修改舆情系统数据库默认密码策略为永久；全面梳理所有oracle数据库11g版本密码策略有效期，并开展整改工作；将密码策略有效期补充完善至系统上线检查内容中，杜绝再次出现该问题。,,,4.83333333337214,290.000000002328,0,IMS监控,无,0,0,无,无,无,0,无,无,5月,14,,0,0,0,,,,,,,,17,用户数异常时长与URL异正常,0,0,0
441,843,350.0,,,2016-05-14 08:45:00,,2016-05-14 11:35:00,国网信通,一级协同办公,一级部署,信息系统运行异常,系统部分功能非计划不可用,"5月14日8:45，国网信通调度收到甘肃公司申告，一级部署协同办公系统登录后，首页的电子公告、会议通知等模块无法显示信息，值班管理模块无法正常提交值班日志。
",网络,运行维护不当,映射地址配合错误,5月13日晚上做过负载均衡版本升级，将负载均衡设置的映射地址配置错误。,将一级部署协同办公负载均衡上的错误映射配置调整为正确映射地址。,对13日检修的负载均衡配置进行全面检查，并对涉及的所有信息系统进行功能验证，确保系统运行正常。,,,2.83333333331393,169.999999998836,二级,无告警,无,0,0,无,有,无,0,无,无,5月,14,,0,0,0,,,,,,,,8,用户申告,0,0,0
442,844,351.0,,,2016-05-17 00:05:00,,2016-05-17 03:10:00,国网信通,电子文件,0,信息系统运行异常,不影响用户使用但系统有告警,5月17日00:05，国网信通调度监控发现总部电子文件管理系统IMS健康运行时长及在线用户数指标缺失，URL探测正常。3:10，经运检中心重启应用节点后，系统监控指标恢复正常。,数据库软件,运行维护不当,响应慢,近期电子文件系统开展双月数据上报工作，业务量较大，且故障期间在进行数据库备份及数据分析等自动作业，数据库负载过大，电子文件数据库服务器存在性能异常，数据库查询缓慢，无法及时反馈IMS指标数据，进而导致IMS指标中断；且zookeeper日志所在磁盘空间剩余不足，zookeeper服务自动关闭且无法再启动，应用节点无法连接到zookeeper 组件服务。,启动10.4.34.100 zookeeper 服务及应用节点，指标恢复正常。,通过修改ZOOKEEPER日志配置信息，只保留近期的日志，自动对历史日志进行定期清理；目前正在申请资源对数据库服务器内存进行扩容，提高数据库服务器性能。,,,3.08333333343035,185.000000005821,0,IMS监控,无,0,0,无,无,有,0,无,无,5月,17,,0,0,0,,,,,,,,0,时长与用户数异常URL正常,0,0,0
443,845,352.0,,,2016-05-17 11:40:00,,2016-05-17 12:40:00,国网信通,电力交易,0,信息系统监控接口异常,信息系统侧IMS接口非计划不可用,5月17日11:40，国网信通调度监控发现总部电力交易运营系统IMS健康运行时长及在线用户数指标缺失，URL探测正常。12:40，经运检手动重启定时任务后，监控指标恢复正常。,应用软件,运行维护不当,进程异常,定时任务为由UAP自带组件“任务调度”开发，定时进程卡住，造成IMS取数据失败。,运检手动重启定时任务后，监控指标恢复正常。,与UAP项目组沟通，督促修改该BUG；定期（三个月）重启该定时进程；要求修改IMS取数据方式，把读取数据的功能放到程序中完成，不再借助UAP平台的定时任务。,,,1.00000000011642,60.0000000069849,0,IMS监控,无,0,0,无,无,有,0,无,无,5月,17,,0,0,0,,,,,,,,11,时长与用户数异常URL正常,0,0,0
444,846,353.0,,,2016-05-17 14:31:00,,2016-05-17 15:15:00,国网信通,短信平台,0,信息系统运行异常,系统部分功能非计划不可用,"5月17日14:31，国网信通调度监控发现外网短信平台无法发送短信。
",网络,运行维护不当,会话时长配置不合理,2016年2月底进行外网服务器主动访问互联网的封禁检修，增加会话连接时间限制（目前TCP协议会话连接时间限制为10分钟），短信网关代理程序infox-proagent正是通过TCP协议与中国移动运营商侧网关进行通信，当外网短信平台出现连续10分钟没有短信发送作业的时候，会话连接断开，造成短信网关代理程序infox-proagent与中国移动运营商侧网关（端口为7890）通信时失败，SMS模块应用程序出现网络socket连接失败，集群管理器检测到集群资源中的应用程序出现故障后，进行了故障转移，但接管的服务器上SMS模块应用程序依然出现网络socket连接失败，进而引发原运行服务器与接管的服务器处于互相抢占资源的死锁中。,运检中心手动重启两台外网短信平台服务器及其上的短信平台服务后，短信发送恢复正常。,通过二级检修对外网短信平台2台服务器IP地址、F5地址均打开会话连接时间限制。,,,0.733333333279006,43.9999999967404,0,无告警,无,0,0,有,有,无,0,无,无,5月,17,,0,0,0,,,,,,,,14,用户申告,0,0,0
445,847,354.0,,,2016-05-17 22:10:00,,2016-05-17 23:00:00,国网信通,财务管控,0,信息系统运行异常,不影响用户使用但系统有告警,5月17日22:10，国网信通调度监控发现高培、交流、直流、运行公司财务管控URL探测异常，IMS健康运行时长及在线用户数指标正常。,中间件,运行维护不当,license访问限制,由于weblogic当时使用的是非正式license，IMS监控URL指标在探测时，超出IP访问个数限制，所以出现URL探测中断。,调控中心重启节点服务，释放了所有已访问的连接，URL探测指标恢复正常。,将总部财务管控两台应用服务器上Weblogic的license更换为无访问IP数量限制的版本，系统恢复正常。,,,0.833333333430346,50.0000000058208,0,IMS监控,无,0,0,无,有,无,0,无,无,5月,17,,0,0,0,,,,,,,,22,时长与用户数正常URL异常,0,0,0
446,848,355.0,,,2016-05-17 23:30:00,,2016-05-17 23:55:00,上海,营销辅助,0,0,0,5月17日23:30-23:55，国网信通调度监控发现国网上海电力营销辅助决策系统监控状态异常。期间，系统在线用户数及健康运行时长指标异常，URL探测正常。,0,运行维护不当,0,0,0,0,,,0.416666666802485,25.0000000081491,0,IMS监控,无,0,0,无,无,有,0,有,有,5月,17,,0,0,0,,,,,,,,23,时长与用户数异常URL正常,0,0,0
447,849,356.0,,,2016-05-18 23:20:00,,2016-05-19 00:10:00,国网信通,云终端,0,信息系统运行异常,不影响用户使用但系统有告警,"5月18日23:20，国网信通调度监控发现总部云终端系统IMS健康运行时长及在线用户数指标缺失。
",应用软件,运行维护不当,内存溢出,10.1.161.7应用服务器中IMS接口软件为Tomcat，长期运行后内存占用增高，导致Tomcat软件数据格式转换异常，不能获取云终端系统的在线数。因10.1.161.7应用服务器端口正常，根据负载均衡机制IMS未及时切换至10.1.161.8，无法及时反馈IMS指标数据，进而导致IMS指标中断。,重启云终端系统服务器和IMS服务后，系统恢复正常。,加强tomcat软件性能监测，当tomcat内存占有率过高时对两台应用服务器上的tomcat软件定期交互重启操作，降低内存占有空间。,,,0.833333333430346,50.0000000058208,0,IMS监控,无,0,0,无,无,无,0,无,无,5月,18,,0,0,0,,,,,,,,23,时长与用户数异常URL正常,0,0,0
448,850,357.0,,,2016-05-20 18:30:00,,2016-05-20 19:00:00,河南,统一监控,二级部署,信息系统运行异常,不影响用户使用但系统有告警,5月20日18:30-19：00，国网信通调度监控发现国网河南电力统一监控系统监控异常。期间，系统健康运行时长指标中断，URL探测异常。,主机,运行维护不当,内存配置不合理,经查故障原因为该系统采用虚拟机单机部署，该虚拟机所在的宿主机由于内存不足发生虚拟机自动漂移，由于漂移时间太长，在虚拟机漂移过程中，导致系统指标缺失。手工进行虚拟机在其他宿主机上重启，监控指标恢复正常。,0,0,,,0.499999999883585,29.9999999930151,0,IMS监控,无,0,0,无,无,有,0,有,有,5月,20,,0,0,0,,,,,,,,18,时长与用户数异常URL异常,0,0,0
449,851,358.0,,,2016-05-20 12:20:00,,2016-05-20 13:10:00,国网信通,审计综合,0,信息系统运行异常,不影响用户使用但系统有告警,"5月20日12:20，国网信通调度监控发现智能持续审计系统IMS健康运行时长指标缺失，URL探测正常。
",数据库软件,运行维护不当,数据表异常,数据表存在异常，应用程序访问异常数据表时，触发了mysql的bug，导致mysql数据库服务异常退出，应用无法连接数据库导致IMS指标中断。,启动mysql服务，指标恢复正常。,"重建异常数据表，消除BUG隐患（已完成）。
降低cache优先级，从而降低cache占用，使操作系统有更多的内存提供给mysql服务使用，提升数据库性能（已完成）。
",,,0.833333333255723,49.9999999953434,三级,IMS监控,无,0,0,无,无,无,0,无,无,5月,20,,0,0,0,,,,,,,,12,时长与用户数异常URL正常,0,0,0
450,852,359.0,,,2016-05-20 18:40:00,,2016-05-20 20:25:00,国网信通,审计综合,0,信息系统运行异常,不影响用户使用但系统有告警,"5月20日12:20，国网信通调度监控发现智能持续审计系统IMS健康运行时长指标缺失，URL探测正常。
",数据库软件,运行维护不当,数据表异常,"20:25，经运检中心重启服务器和相关服务后，短信发送恢复正常。经查，故障原因为短信平台网关代理程序通过TCP协议与中国移动运营商侧网关连接异常，导致短信平台主备切换，同时，平台在进行主备切换时由于争抢共享资源产生死锁，造成存储读取失败，短信无法发送。
",0,0,,,1.74999999994179,104.999999996508,0,IMS监控,无,0,0,有,无,无,0,无,无,5月,20,,0,0,0,,,,,,,,18,时长与用户数异常URL正常,0,0,0
451,853,360.0,,,2016-05-21 07:30:00,,2016-05-21 18:28:00,国网信通,规划计划,0,信息系统运行异常,系统部分功能非计划不可用,5月21日07:30，国网信通调度监控发现规划计划系统外网应用无法访问，内网应用访问正常。18:28，经运检中心更换隔离装置后，外网访问恢复正常。,安全,软件设计缺陷,驱动不兼容,"为解决故障4月18日新配置的两台隔离装置版本过旧，与业务系统在用驱动版本不符，存在兼容性问题，导致了本次故障。
 隔离装置厂商反馈，应用程序驱动版本与隔离装置兼容性问题，不一定会立即影响业务，但在随着业务调用，特定代码和数据组合，有一定概率会触发兼容性问题，进而导致服务不可用。",替换为原先可以使用的隔离装置，调整程序数据库连接方式后，重启规划计划外网应用服务，系统使用恢复正常。,"确保隔离装置与业务系统在用的驱动版本一致，配置隔离装置策略，并通过检修完成隔离装置从单机替换成双机，目前系统运行正常。
部署测试环境进行业务回归测试，确保隔离装置版本与驱动无其他隐患。
继续与隔离装置明确业务系统隔离装置测试、配置与检修规范机制，增强隔离装置规范管理。",,,10.9666666666162,657.999999996973,0,专业网管监控,无,0,0,无,无,有,0,有,有,5月,21,,0,0,0,,,,,,,,7,其他监控工具发现,0,0,0
452,854,361.0,,,2016-05-23 20:25:00,,2016-05-23 20:50:00,国网信通,电力交易,0,信息系统运行异常,不影响用户使用但系统有告警,5月23日20:25，总部电力市场交易系统URL探测中断，IMS健康运行时长及在线用户数指标正常。20:50，经运检中心重启应用节点后，URL探测恢复正常。,中间件,运行维护不当,检修操作不当,为了消除总部电力市场交易系统单节点隐患，运检中心拟重新部署另一应用节点，在部署的过程中没有修改新加服务器Weblogic端口号（9001，与原服务器端口相同），在启动新加服务的weblogic后，服务请求被分发到新服务器的节点上，但是当时新加服务器还未部署应用程序，造成探测异常。,更改新加服务器上Weblogic端口号（由9001改为9005）后，系统恢复正常。,提升安全意识，加强操作方案的审核论证，加强对已下线系统操作的重视，推进已下线系统退出监控。,,,0.416666666627862,24.9999999976717,0,IMS监控,无,0,0,无,有,有,0,有,有,5月,23,,0,0,0,,,,,,,,20,时长与用户数异常URL正常,0,0,0
453,855,362.0,,,2016-05-23 14:50:00,,2016-05-23 19:10:00,河南,I6000,二级部署,信息系统运行异常,不影响用户使用但系统有告警,5月23日14:50-19:10，国网河南电力I6000所有系统监控异常。期间，I6000所有系统在线用户数及健康运行时长指标中断，URL探测异常。IMS监控指标正常。,数据库软件,软件设计缺陷,程序包缺陷,经查，故障原因为由于MongoDB为单机部署，单节点长时间运行，MongoDB数据库数据文件损坏，引发数据库宕机。数据库文件过大有250G，导致修复数据文件时间过长。,0,0,,,4.33333333331393,259.999999998836,0,IMS监控,无,0,0,无,无,有,0,有,有,5月,23,,0,0,0,,,,,,,,14,时长与用户数异常URL异常,0,0,0
454,856,363.0,,,2016-05-24 09:05:00,,2016-05-24 10:20:00,国网信通,仿真平台,0,信息系统运行异常,不影响用户使用但系统有告警,5月24日09:05-10:20，国网信通调度监控发现仿真培训平台（ITS）系统IMS健康运行时长及在线用户数指标缺失，URL探测正常。,数据库软件,运行维护不当,密码过期,"数据库用户密码过期，导致应用无法正常连接数据库，进而导致IMS指标异常。
Oracle数据库11g版本默认存在用户口令180天过期的策略，如果密码已过期并处于缓冲期内，修改密码有效期操作无法生效。",重置密码，系统恢复正常。,对所有oracle数据库11g版本密码已过有效期、处于缓冲期内的系统进行梳理，完成密码整改。,,,1.25000000005821,75.0000000034925,0,IMS监控,无,0,0,无,无,有,0,无,无,5月,24,,0,0,0,,,,,,,,9,时长与用户数异常URL正常,0,0,0
455,857,364.0,,,2016-05-24 18:00:00,,2016-05-24 18:30:00,湖南,IMS系统,二级部署,信息系统运行异常,不影响用户使用但系统有告警,5月24日18:00-18:30，国网湖南电力所有系统监控状态异常。期间，所有系统在线用户数及健康运行时长指标异常，URL探测中断。,主机,设备日常损坏,内存故障,期间，IMS所有系统健康时长及在线人数指标中断，系统探测异常，经查故障原因为IMS数据库2号节点由于内存板故障导致死机，造成1号节点大量未提交事务需要回滚，IMS数据入库程序和级联程序卡滞，恢复2号节点后，系统指标恢复正常。,0,0,,,0.500000000058208,30.0000000034925,0,IMS监控,无,有,0,有,无,有,0,有,有,5月,24,,0,0,0,,,,,,,,18,时长与用户数异常URL异常,0,0,0
456,858,365.0,,,2016-05-26 06:53:00,,2016-05-26 09:55:00,国网信通,95598,0,信息系统运行异常,系统部分功能非计划不可用,5月26日6:53，国网信通调度接到申告，“通过95598业务支撑系统查询工单信息时，录音文件无法显示。”已组织运检中心开展排查处置。,应用软件,软件设计缺陷,程序包缺陷,95598业务系统版本发布中，涉及[历史工单详细信息]中受理环节录音展示功能存在缺陷，引发系统异常。简报：经查，故障原因为26日00:00-06:00开展的95598业务系统检修使用的程序包存在缺陷所致。,研发厂商给出解决问题的补丁包，将补丁包部署在所有应用节点上，系统使用恢复正常。,要求项目组加强系统版本功能测试验证，避免发布内容引发系统其他功能缺陷。,,,3.03333333326736,181.999999996042,0,无告警,有,0,0,无,有,有,0,无,无,5月,26,,0,0,0,,,,,,,,6,用户申告,0,0,0
457,859,366.0,,,2016-05-26 02:00:00,,2016-05-26 06:25:00,国网新源,企业门户,二级部署,信息系统运行异常,系统部分功能非计划不可用,5月26日2:00-6:25，国网新源公司企业门户系统监控状态异常，期间，健康运行时长及在线用户数指标中断，URL探测正常。,存储,设备日常损坏,硬盘故障,期间，健康运行时长及在线用户数指标中断，URL探测正常。经查故障原因为门户系统IMS接口服务为单节点运行，而该服务节点由于RAID卡元件老化，发生阵列信息无法识别，操作系统分区无法引导故障，导致门户接口服务不可用，指标中断。,0,0,,,4.41666666656965,264.999999994179,0,IMS监控,无,有,0,无,无,有,0,有,有,5月,26,,0,0,0,,,,,,,,2,时长与用户数异常URL正常,0,0,0
458,860,367.0,,,2016-05-26 10:00:00,,2016-05-26 13:15:00,国网信通,电子商务,一级部署,信息系统运行异常,不影响用户使用但系统有告警,5月26日10:00，国网信通调度监控发现总部电子商务平台IMS健康运行时长及在线用户数指标缺失，URL探测正常。13:15，经运检中心应急处置，系统指标恢复正常。,数据库软件,软件设计缺陷,SQL语句不合理,经查，故障原因为系统执行部分SQL语句，频繁进行全表查询操作造成数据库IO高，导致IMS取数超时。后续将通过优化查询语句进行消缺。,0,0,,,3.25000000011642,195.000000006985,0,IMS监控,无,0,0,无,无,有,0,有,有,5月,26,,0,0,0,,,,,,,,10,时长与用户数异常URL正常,0,0,0
459,861,368.0,,,2016-05-26 16:45:00,,2016-05-26 17:00:00,鲁能集团,协同办公,0,0,0,5月26日16:45-17:00，17:35-18:20，国网鲁能集团企业门户及协同办公监控状态异常。 期间，在线用户数及健康运行时长正常,0,运行维护不当,0,0,0,0,,,0.250000000116415,15.0000000069849,0,IMS监控,无,0,0,无,无,有,0,有,有,5月,26,,0,0,0,,,,,,,,16,时长与用户数正常URL异常,0,0,0
460,862,369.0,,,2016-05-26 17:35:00,,2016-05-26 18:20:00,鲁能集团,协同办公,0,0,0,5月26日16:45-17:00，17:35-18:20，国网鲁能集团企业门户及协同办公监控状态异常。 期间，在线用户数及健康运行时长正常,0,运行维护不当,0,0,0,0,,,0.75,45.0,0,IMS监控,无,0,0,无,无,有,0,有,有,5月,26,,0,0,0,,,,,,,,17,时长与用户数正常URL异常,0,0,0
461,863,370.0,,,2016-05-27 14:39:00,,2016-05-27 15:10:00,国网信通,网络大学,0,信息系统运行异常,不影响用户使用但系统有告警,5 月27日14:39，国网信通调度接网大运管中心申告，部分用户无法正常登录网络大学管理端。15:10，运检完成异常节点重启，经与网大运管中心验证，登录恢复正常,数据库软件,软件设计缺陷,数据库,"故障报告：网络大学管理员模块共12个节点，每晚八点12个节点会同时执行相同的跑批任务，造成对数据库访问争用，导致有个别节点在执行跑批任务时失败；
2、跑批任务失败后，跑批任务线程发生异常死锁并触发HashMap多线程bug，跑批线程进入死循环该节点其他线程访问Hashmap时无法获取资源，其他需要访问Hashmap的线程只能等待执行，在用户层面表现为用户无法访问或无法登录系统",0,0,,,0.516666666604578,30.9999999962747,0,无告警,有,0,0,无,无,有,0,无,0,5月,27,,0,0,0,,,,,,,,14,用户申告,0,0,0
462,864,371.0,,,2016-05-27 00:15:00,,2016-05-27 00:20:00,国网信通,0,0,0,0,"5月27日00:15，国网信通调度监控发现多台服务器及网络设备出现ping不通告警，几分钟后自动恢复。
",0,运行维护不当,0,0,0,0,,,0.0833333334303461,5.00000000582077,0,专业网管监控,无,0,0,无,无,无,0,无,无,5月,27,,0,0,0,,,,,,,,0,其他监控工具发现,0,0,0
463,865,372.0,,,2016-05-27 09:50:00,,2016-05-27 10:14:00,国网信通,0,0,信息系统运行异常,系统非计划停运,"5月27日09:50，国网信通调度监控发现内网集体企业系统无法访问。
",数据库软件,运行维护不当,线程满,经查，故障原因为5月27日业务高峰期时，大量用户数据上传引起线程阻塞，资源得不到释放，造成资源耗尽，导致节点挂起。后续将通过优化SQL语句、增加服务节点方式进行消缺。,0,0,,,0.400000000081491,24.0000000048894,0,专业网管监控,无,0,0,无,有,有,0,有,有,5月,27,,0,0,0,,,,,,,,9,其他监控工具发现,0,0,0
464,866,373.0,,,2016-05-30 09:25:00,,2016-05-30 10:00:00,国网信通,工会管理,0,信息系统运行异常,不影响用户使用但系统有告警,5月30日9:25，工会班组系统IMS健康运行时长及在线用户数指标中断，URL探测正常。10:00，监控指标自动恢复正常,数据库软件,软件设计缺陷,SQL语句不合理,经查，故障原因为各省公司在月底对考核数据进行集中统计分析，导致系统压力过大，IMS取数超时。,0,0,,,0.583333333313931,34.9999999988358,0,IMS监控,无,0,0,无,无,有,0,有,0,5月,30,,0,0,0,,,,,,,,9,时长与用户数异常URL正常,0,0,0
465,867,374.0,,,2016-05-30 20:10:00,,2016-05-31 04:24:00,辽宁,外网网站,二级部署,信息系统运行异常,不影响用户使用但系统有告警,5月30日20:10-5月31日4:24，国网辽宁电力外网网站系统监控状态异常。期间，系统健康运行时长指标缺失，探测异常,主机,设备日常损坏,硬盘,故障原因为由于存储中外网门户使用的DISKGROUP中同时出现了两块硬盘损坏问题，外网网站所划分的磁盘采用的VRAID5模式，在出现两块硬盘同时损坏后，该磁盘已经崩溃，数据丢失，导致系统异常。重新部署外网网站系统，并利用备份数据进行恢复后，系统指标恢复正常。,0,0,,,8.23333333327901,493.99999999674,0,IMS监控,无,有,0,有,无,有,0,有,0,5月,30,,0,0,0,,,,,,,,20,时长与用户数异常URL异常,0,0,0
466,868,262.0,,,2016-04-01 11:30:10,,2016-04-01 12:20:10,国网信通,规划计划,0,信息系统运行异常,系统部分功能非计划不可用,"4月1日11:30，国网信通调度接到项目组申告外网规划计划登录报500错误。
",网络,软件设计缺陷,程序包缺陷,系统所使用的隔离装置版本存在SQL安全检查模块有缺陷。,通过使用已关闭SQL安全检查功能的隔离装置，系统恢复正常,关闭SQL安全检查功能的隔离装置,,,0.833333333255723,49.9999999953434,0,无告警,有,0,0,0,无,有,无,无,有,4月,01,,0,0,0,,,,,,,,11,用户申告,是,否,0
